B17016_005E,Income in the past 12 months below poverty level:!!Married-couple family:!!House
B17016_006E,Income in the past 12 months below poverty level:!!Married-couple family:!!House
B17016_007E,Income in the past 12 months below poverty level:!!Married-couple family:!!House
B17016_008E,Income in the past 12 months below poverty level:!!Married-couple family:!!House
B17016_009E,Income in the past 12 months below poverty level:!!Married-couple family:!!House
B17016_010E,Income in the past 12 months below poverty level:!!Married-couple family:!!House
B17016_011E,Income in the past 12 months below poverty level:!!Married-couple family:!!House
B17016_012E,Income in the past 12 months below poverty level:!!Married-couple family:!!House
B17016_013E,Income in the past 12 months below poverty level:!!Married-couple family:!!House
B17016_014E,Income in the past 12 months below poverty level:!!Married-couple family:!!House
B17016_015E,Income in the past 12 months below poverty level:!!Married-couple family:!!House
B17016_016E,Income in the past 12 months below poverty level:!!Other family:
B17016_017E,Income in the past 12 months below poverty level:!!Other family:!!Male household
B17016_018E,Income in the past 12 months below poverty level:!!Other family:!!Male household
B17016_019E,Income in the past 12 months below poverty level:!!Other family:!!Male household
B17016_020E,Income in the past 12 months below poverty level:!!Other family:!!Male household
B17016_021E,Income in the past 12 months below poverty level:!!Other family:!!Female househo
B17016_022E,Income in the past 12 months below poverty level:!!Other family:!!Female househo
B17016_023E,Income in the past 12 months below poverty level:!!Other family:!!Female househo
B17016_024E,Income in the past 12 months below poverty level:!!Other family:!!Female househo
B17016_025E,Income in the past 12 months at or above poverty level:
B17016_026E,Income in the past 12 months at or above poverty level:!!Married-couple family:
B17016_027E,Income in the past 12 months at or above poverty level:!!Married-couple family:!
B17016_028E,Income in the past 12 months at or above poverty level:!!Married-couple family:!
B17016_029E,Income in the past 12 months at or above poverty level:!!Married-couple family:!
B17016_030E,Income in the past 12 months at or above poverty level:!!Married-couple family:!
B17016_031E,Income in the past 12 months at or above poverty level:!!Married-couple family:!
B17016_032E,Income in the past 12 months at or above poverty level:!!Married-couple family:!
B17016_033E,Income in the past 12 months at or above poverty level:!!Married-couple family:!
B17016_034E,Income in the past 12 months at or above poverty level:!!Married-couple family:!
B17016_035E,Income in the past 12 months at or above poverty level:!!Married-couple family:!
B17016_036E,Income in the past 12 months at or above poverty level:!!Married-couple family:!
B17016_037E,Income in the past 12 months at or above poverty level:!!Married-couple family:!
B17016_038E,Income in the past 12 months at or above poverty level:!!Married-couple family:!
B17016_039E,Income in the past 12 months at or above poverty level:!!Other family:
B17016_040E,Income in the past 12 months at or above poverty level:!!Other family:!!Male hou
B17016_041E,Income in the past 12 months at or above poverty level:!!Other family:!!Male hou
B17016_042E,Income in the past 12 months at or above poverty level:!!Other family:!!Male hou
B17016_043E,Income in the past 12 months at or above poverty level:!!Other family:!!Male hou
B17016_044E,Income in the past 12 months at or above poverty level:!!Other family:!!Female h
B17016_045E,Income in the past 12 months at or above poverty level:!!Other family:!!Female h
B17016_046E,Income in the past 12 months at or above poverty level:!!Other family:!!Female h
B17016_047E,Income in the past 12 months at or above poverty level:!!Other family:!!Female h
B19013_001E,Median household income in the past 12 months (in 2012 inflation-adjusted dollar
B19013A_001E,Median household income in the past 12 months (in 2012 inflation-adjusted dollar
B19013B_001E,Median household income in the past 12 months (in 2012 inflation-adjusted dollar
B19013C_001E,Median household income in the past 12 months (in 2012 inflation-adjusted dollar
B19013D_001E,Median household income in the past 12 months (in 2012 inflation-adjusted dollar
B19013E_001E,Median household income in the past 12 months (in 2012 inflation-adjusted dollar
B19013F_001E,Median household income in the past 12 months (in 2012 inflation-adjusted dollar
B19013G_001E,Median household income in the past 12 months (in 2012 inflation-adjusted dollar
B19013H_001E,Median household income in the past 12 months (in 2012 inflation-adjusted dollar
B19013I_001E,Median household income in the past 12 months (in 2012 inflation-adjusted dollar
B19019_001E,Total:
B19019_002E,1-person households
B19019_003E,2-person households
B19019_004E,3-person households
B19019_005E,4-person households
B19019_006E,5-person households
B19019_007E,6-person households
B19019_008E,7-or-more-person households
B01001_001E,Total:
B01001_002E,Male:
B01001_003E,Male:!!Under 5 years
B01001_004E,Male:!!5 to 9 years
B01001_005E,Male:!!10 to 14 years
B01001_006E,Male:!!15 to 17 years
B01001_007E,Male:!!18 and 19 years
B01001_008E,Male:!!20 years
B01001_009E,Male:!!21 years
B01001_010E,Male:!!22 to 24 years
B01001_011E,Male:!!25 to 29 years
B01001_012E,Male:!!30 to 34 years
B01001_013E,Male:!!35 to 39 years
B01001_014E,Male:!!40 to 44 years
B01001_015E,Male:!!45 to 49 years
B01001_016E,Male:!!50 to 54 years
B01001_017E,Male:!!55 to 59 years
B01001_018E,Male:!!60 and 61 years
B01001_019E,Male:!!62 to 64 years
B01001_020E,Male:!!65 and 66 years
B01001_021E,Male:!!67 to 69 years
B01001_022E,Male:!!70 to 74 years
B01001_023E,Male:!!75 to 79 years
B01001_024E,Male:!!80 to 84 years
B01001_025E,Male:!!85 years and over
B01001_026E,Female:
B01001_027E,Female:!!Under 5 years
B01001_028E,Female:!!5 to 9 years
B01001_029E,Female:!!10 to 14 years
B01001_030E,Female:!!15 to 17 years
B01001_031E,Female:!!18 and 19 years
B01001_032E,Female:!!20 years
B01001_033E,Female:!!21 years
B01001_034E,Female:!!22 to 24 years
B01001_035E,Female:!!25 to 29 years
B01001_036E,Female:!!30 to 34 years
B01001_037E,Female:!!35 to 39 years
B01001_038E,Female:!!40 to 44 years
B01001_039E,Female:!!45 to 49 years
B01001_040E,Female:!!50 to 54 years
B01001_041E,Female:!!55 to 59 years
B01001_042E,Female:!!60 and 61 years
B01001_043E,Female:!!62 to 64 years
B01001_044E,Female:!!65 and 66 years
B01001_045E,Female:!!67 to 69 years
B01001_046E,Female:!!70 to 74 years
B01001_047E,Female:!!75 to 79 years
B01001_048E,Female:!!80 to 84 years
B01001_049E,Female:!!85 years and over
B01001A_001E,Total:
B01001A_002E,Male:
B01001A_003E,Male:!!Under 5 years
B01001A_004E,Male:!!5 to 9 years
B01001A_005E,Male:!!10 to 14 years
B01001A_006E,Male:!!15 to 17 years
B01001A_007E,Male:!!18 and 19 years
B01001A_008E,Male:!!20 to 24 years
B01001A_009E,Male:!!25 to 29 years
B01001A_010E,Male:!!30 to 34 years
B01001A_011E,Male:!!35 to 44 years
B01001A_012E,Male:!!45 to 54 years
B01001A_013E,Male:!!55 to 64 years
B01001A_014E,Male:!!65 to 74 years
B01001A_015E,Male:!!75 to 84 years
B01001A_016E,Male:!!85 years and over
B01001A_017E,Female:
B01001A_018E,Female:!!Under 5 years
B01001A_019E,Female:!!5 to 9 years
B01001A_020E,Female:!!10 to 14 years
B01001A_021E,Female:!!15 to 17 years
B01001A_022E,Female:!!18 and 19 years
B01001A_023E,Female:!!20 to 24 years
B01001A_024E,Female:!!25 to 29 years
B01001A_025E,Female:!!30 to 34 years
B01001A_026E,Female:!!35 to 44 years
B01001A_027E,Female:!!45 to 54 years
B01001A_028E,Female:!!55 to 64 years
B01001A_029E,Female:!!65 to 74 years
B01001A_030E,Female:!!75 to 84 years
B01001A_031E,Female:!!85 years and over
B01001B_001E,Total:
B01001B_002E,Male:
B01001B_003E,Male:!!Under 5 years
B01001B_004E,Male:!!5 to 9 years
B01001B_005E,Male:!!10 to 14 years
B01001B_006E,Male:!!15 to 17 years
B01001B_007E,Male:!!18 and 19 years
B01001B_008E,Male:!!20 to 24 years
B01001B_009E,Male:!!25 to 29 years
B01001B_010E,Male:!!30 to 34 years
B01001B_011E,Male:!!35 to 44 years
B01001B_012E,Male:!!45 to 54 years
B01001B_013E,Male:!!55 to 64 years
B01001B_014E,Male:!!65 to 74 years
B01001B_015E,Male:!!75 to 84 years
B01001B_016E,Male:!!85 years and over
B01001B_017E,Female:
B01001B_018E,Female:!!Under 5 years
B01001B_019E,Female:!!5 to 9 years
B01001B_020E,Female:!!10 to 14 years
B01001B_021E,Female:!!15 to 17 years
B01001B_022E,Female:!!18 and 19 years
B01001B_023E,Female:!!20 to 24 years
B01001B_024E,Female:!!25 to 29 years
B01001B_025E,Female:!!30 to 34 years
B01001B_026E,Female:!!35 to 44 years
B01001B_027E,Female:!!45 to 54 years
B01001B_028E,Female:!!55 to 64 years
B01001B_029E,Female:!!65 to 74 years
B01001B_030E,Female:!!75 to 84 years
B01001B_031E,Female:!!85 years and over
B01001C_001E,Total:
B01001C_002E,Male:
B01001C_003E,Male:!!Under 5 years
B01001C_004E,Male:!!5 to 9 years
B01001C_005E,Male:!!10 to 14 years
B01001C_006E,Male:!!15 to 17 years
B01001C_007E,Male:!!18 and 19 years
B01001C_008E,Male:!!20 to 24 years
B01001C_009E,Male:!!25 to 29 years
B01001C_010E,Male:!!30 to 34 years
B01001C_011E,Male:!!35 to 44 years
B01001C_012E,Male:!!45 to 54 years
B01001C_013E,Male:!!55 to 64 years
B01001C_014E,Male:!!65 to 74 years
B01001C_015E,Male:!!75 to 84 years
B01001C_016E,Male:!!85 years and over
B01001C_017E,Female:
B01001C_018E,Female:!!Under 5 years
B01001C_019E,Female:!!5 to 9 years
B01001C_020E,Female:!!10 to 14 years
B01001C_021E,Female:!!15 to 17 years
B01001C_022E,Female:!!18 and 19 years
B01001C_023E,Female:!!20 to 24 years
B01001C_024E,Female:!!25 to 29 years
B01001C_025E,Female:!!30 to 34 years
B01001C_026E,Female:!!35 to 44 years
B01001C_027E,Female:!!45 to 54 years
B01001C_028E,Female:!!55 to 64 years
B01001C_029E,Female:!!65 to 74 years
B01001C_030E,Female:!!75 to 84 years
B01001C_031E,Female:!!85 years and over
B01001D_001E,Total:
B01001D_002E,Male:
B01001D_003E,Male:!!Under 5 years
B01001D_004E,Male:!!5 to 9 years
B01001D_005E,Male:!!10 to 14 years
B01001D_006E,Male:!!15 to 17 years
B01001D_007E,Male:!!18 and 19 years
B01001D_008E,Male:!!20 to 24 years
B01001D_009E,Male:!!25 to 29 years
B01001D_010E,Male:!!30 to 34 years
B01001D_011E,Male:!!35 to 44 years
B01001D_012E,Male:!!45 to 54 years
B01001D_013E,Male:!!55 to 64 years
B01001D_014E,Male:!!65 to 74 years
B01001D_015E,Male:!!75 to 84 years
B01001D_016E,Male:!!85 years and over
B01001D_017E,Female:
B01001D_018E,Female:!!Under 5 years
B01001D_019E,Female:!!5 to 9 years
B01001D_020E,Female:!!10 to 14 years
B01001D_021E,Female:!!15 to 17 years
B01001D_022E,Female:!!18 and 19 years
B01001D_023E,Female:!!20 to 24 years
B01001D_024E,Female:!!25 to 29 years
B01001D_025E,Female:!!30 to 34 years
B01001D_026E,Female:!!35 to 44 years
B01001D_027E,Female:!!45 to 54 years
B01001D_028E,Female:!!55 to 64 years
B01001D_029E,Female:!!65 to 74 years
B01001D_030E,Female:!!75 to 84 years
B01001D_031E,Female:!!85 years and over
B01001E_001E,Total:
B01001E_002E,Male:
B01001E_003E,Male:!!Under 5 years
B01001E_004E,Male:!!5 to 9 years
B01001E_005E,Male:!!10 to 14 years
B01001E_006E,Male:!!15 to 17 years
B01001E_007E,Male:!!18 and 19 years
B01001E_008E,Male:!!20 to 24 years
B01001E_009E,Male:!!25 to 29 years
B01001E_010E,Male:!!30 to 34 years
B01001E_011E,Male:!!35 to 44 years
B01001E_012E,Male:!!45 to 54 years
B01001E_013E,Male:!!55 to 64 years
B01001E_014E,Male:!!65 to 74 years
B01001E_015E,Male:!!75 to 84 years
B01001E_016E,Male:!!85 years and over
B01001E_017E,Female:
B01001E_018E,Female:!!Under 5 years
B01001E_019E,Female:!!5 to 9 years
B01001E_020E,Female:!!10 to 14 years
B01001E_021E,Female:!!15 to 17 years
B01001E_022E,Female:!!18 and 19 years
B01001E_023E,Female:!!20 to 24 years
B01001E_024E,Female:!!25 to 29 years
B01001E_025E,Female:!!30 to 34 years
B01001E_026E,Female:!!35 to 44 years
B01001E_027E,Female:!!45 to 54 years
B01001E_028E,Female:!!55 to 64 years
B01001E_029E,Female:!!65 to 74 years
B01001E_030E,Female:!!75 to 84 years
B01001E_031E,Female:!!85 years and over
B01001F_001E,Total:
B01001F_002E,Male:
B01001F_003E,Male:!!Under 5 years
B01001F_004E,Male:!!5 to 9 years
B01001F_005E,Male:!!10 to 14 years
B01001F_006E,Male:!!15 to 17 years
B01001F_007E,Male:!!18 and 19 years
B01001F_008E,Male:!!20 to 24 years
B01001F_009E,Male:!!25 to 29 years
B01001F_010E,Male:!!30 to 34 years
B01001F_011E,Male:!!35 to 44 years
B01001F_012E,Male:!!45 to 54 years
B01001F_013E,Male:!!55 to 64 years
B01001F_014E,Male:!!65 to 74 years
B01001F_015E,Male:!!75 to 84 years
B01001F_016E,Male:!!85 years and over
B01001F_017E,Female:
B01001F_018E,Female:!!Under 5 years
B01001F_019E,Female:!!5 to 9 years
B01001F_020E,Female:!!10 to 14 years
B01001F_021E,Female:!!15 to 17 years
B01001F_022E,Female:!!18 and 19 years
B01001F_023E,Female:!!20 to 24 years
B01001F_024E,Female:!!25 to 29 years
B01001F_025E,Female:!!30 to 34 years
B01001F_026E,Female:!!35 to 44 years
B01001F_027E,Female:!!45 to 54 years
B01001F_028E,Female:!!55 to 64 years
B01001F_029E,Female:!!65 to 74 years
B01001F_030E,Female:!!75 to 84 years
B01001F_031E,Female:!!85 years and over
B01001G_001E,Total:
B01001G_002E,Male:
B01001G_003E,Male:!!Under 5 years
B01001G_004E,Male:!!5 to 9 years
B01001G_005E,Male:!!10 to 14 years
B01001G_006E,Male:!!15 to 17 years
B01001G_007E,Male:!!18 and 19 years
B01001G_008E,Male:!!20 to 24 years
B01001G_009E,Male:!!25 to 29 years
B01001G_010E,Male:!!30 to 34 years
B01001G_011E,Male:!!35 to 44 years
B01001G_012E,Male:!!45 to 54 years
B01001G_013E,Male:!!55 to 64 years
B01001G_014E,Male:!!65 to 74 years
B01001G_015E,Male:!!75 to 84 years
B01001G_016E,Male:!!85 years and over
B01001G_017E,Female:
B01001G_018E,Female:!!Under 5 years
B01001G_019E,Female:!!5 to 9 years
B01001G_020E,Female:!!10 to 14 years
B01001G_021E,Female:!!15 to 17 years
B01001G_022E,Female:!!18 and 19 years
B01001G_023E,Female:!!20 to 24 years
B01001G_024E,Female:!!25 to 29 years
B01001G_025E,Female:!!30 to 34 years
B01001G_026E,Female:!!35 to 44 years
B01001G_027E,Female:!!45 to 54 years
B01001G_028E,Female:!!55 to 64 years
B01001G_029E,Female:!!65 to 74 years
B01001G_030E,Female:!!75 to 84 years
B01001G_031E,Female:!!85 years and over
B01001H_001E,Total:
B01001H_002E,Male:
B01001H_003E,Male:!!Under 5 years
B01001H_004E,Male:!!5 to 9 years
B01001H_005E,Male:!!10 to 14 years
B01001H_006E,Male:!!15 to 17 years
B01001H_007E,Male:!!18 and 19 years
B01001H_008E,Male:!!20 to 24 years
B01001H_009E,Male:!!25 to 29 years
B01001H_010E,Male:!!30 to 34 years
B01001H_011E,Male:!!35 to 44 years
B01001H_012E,Male:!!45 to 54 years
B01001H_013E,Male:!!55 to 64 years
B01001H_014E,Male:!!65 to 74 years
B01001H_015E,Male:!!75 to 84 years
B01001H_016E,Male:!!85 years and over
B01001H_017E,Female:
B01001H_018E,Female:!!Under 5 years
B01001H_019E,Female:!!5 to 9 years
B01001H_020E,Female:!!10 to 14 years
B01001H_021E,Female:!!15 to 17 years
B01001H_022E,Female:!!18 and 19 years
B01001H_023E,Female:!!20 to 24 years
B01001H_024E,Female:!!25 to 29 years
B01001H_025E,Female:!!30 to 34 years
B01001H_026E,Female:!!35 to 44 years
B01001H_027E,Female:!!45 to 54 years
B01001H_028E,Female:!!55 to 64 years
B01001H_029E,Female:!!65 to 74 years
B01001H_030E,Female:!!75 to 84 years
B01001H_031E,Female:!!85 years and over
B01001I_001E,Total:
B01001I_002E,Male:
B01001I_003E,Male:!!Under 5 years
B01001I_004E,Male:!!5 to 9 years
B01001I_005E,Male:!!10 to 14 years
B01001I_006E,Male:!!15 to 17 years
B01001I_007E,Male:!!18 and 19 years
B01001I_008E,Male:!!20 to 24 years
B01001I_009E,Male:!!25 to 29 years
B01001I_010E,Male:!!30 to 34 years
B01001I_011E,Male:!!35 to 44 years
B01001I_012E,Male:!!45 to 54 years
B01001I_013E,Male:!!55 to 64 years
B01001I_014E,Male:!!65 to 74 years
B01001I_015E,Male:!!75 to 84 years
B01001I_016E,Male:!!85 years and over
B01001I_017E,Female:
B01001I_018E,Female:!!Under 5 years
B01001I_019E,Female:!!5 to 9 years
B01001I_020E,Female:!!10 to 14 years
B01001I_021E,Female:!!15 to 17 years
B01001I_022E,Female:!!18 and 19 years
B01001I_023E,Female:!!20 to 24 years
B01001I_024E,Female:!!25 to 29 years
B01001I_025E,Female:!!30 to 34 years
B01001I_026E,Female:!!35 to 44 years
B01001I_027E,Female:!!45 to 54 years
B01001I_028E,Female:!!55 to 64 years
B01001I_029E,Female:!!65 to 74 years
B01001I_030E,Female:!!75 to 84 years
B01001I_031E,Female:!!85 years and over
B01003_001E,Total
B02001_001E,Total:
B02001_002E,White alone
B02001_003E,Black or African American alone
B02001_004E,American Indian and Alaska Native alone
B02001_005E,Asian alone
B02001_006E,Native Hawaiian and Other Pacific Islander alone
B02001_007E,Some other race alone
B02001_008E,Two or more races:
B02001_009E,Two or more races:!!Two races including Some other race
B02001_010E,"Two or more races:!!Two races excluding Some other race, and three or more races"
B01002_001E,Median age --!!Total:
B01002_002E,Median age --!!Male
B01002_003E,Median age --!!Female
B03001_001E,Total:
B03001_002E,Not Hispanic or Latino
B03001_003E,Hispanic or Latino:
B03001_004E,Hispanic or Latino:!!Mexican
B03001_005E,Hispanic or Latino:!!Puerto Rican
B03001_006E,Hispanic or Latino:!!Cuban
B03001_007E,Hispanic or Latino:!!Dominican (Dominican Republic)
B03001_008E,Hispanic or Latino:!!Central American:
B03001_009E,Hispanic or Latino:!!Central American:!!Costa Rican
B03001_010E,Hispanic or Latino:!!Central American:!!Guatemalan
B03001_011E,Hispanic or Latino:!!Central American:!!Honduran
B03001_012E,Hispanic or Latino:!!Central American:!!Nicaraguan
B03001_013E,Hispanic or Latino:!!Central American:!!Panamanian
B03001_014E,Hispanic or Latino:!!Central American:!!Salvadoran
B03001_015E,Hispanic or Latino:!!Central American:!!Other Central American
B03001_016E,Hispanic or Latino:!!South American:
B03001_017E,Hispanic or Latino:!!South American:!!Argentinean
B03001_018E,Hispanic or Latino:!!South American:!!Bolivian
B03001_019E,Hispanic or Latino:!!South American:!!Chilean
B03001_020E,Hispanic or Latino:!!South American:!!Colombian
B03001_021E,Hispanic or Latino:!!South American:!!Ecuadorian
B03001_022E,Hispanic or Latino:!!South American:!!Paraguayan
B03001_023E,Hispanic or Latino:!!South American:!!Peruvian
B03001_024E,Hispanic or Latino:!!South American:!!Uruguayan
B03001_025E,Hispanic or Latino:!!South American:!!Venezuelan
B03001_026E,Hispanic or Latino:!!South American:!!Other South American
B03001_027E,Hispanic or Latino:!!Other Hispanic or Latino:
B03001_028E,Hispanic or Latino:!!Other Hispanic or Latino:!!Spaniard
B03001_029E,Hispanic or Latino:!!Other Hispanic or Latino:!!Spanish
B03001_030E,Hispanic or Latino:!!Other Hispanic or Latino:!!Spanish American
B03001_031E,Hispanic or Latino:!!Other Hispanic or Latino:!!All other Hispanic or Latino
B03002_001E,Total:
B03002_002E,Not Hispanic or Latino:
B03002_003E,Not Hispanic or Latino:!!White alone
B03002_004E,Not Hispanic or Latino:!!Black or African American alone
B03002_005E,Not Hispanic or Latino:!!American Indian and Alaska Native alone
B03002_006E,Not Hispanic or Latino:!!Asian alone
B03002_007E,Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone
B03002_008E,Not Hispanic or Latino:!!Some other race alone
B03002_009E,Not Hispanic or Latino:!!Two or more races:
B03002_010E,Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race
B03002_011E,Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race
B03002_012E,Hispanic or Latino:
B03002_013E,Hispanic or Latino:!!White alone
B03002_014E,Hispanic or Latino:!!Black or African American alone
B03002_015E,Hispanic or Latino:!!American Indian and Alaska Native alone
B03002_016E,Hispanic or Latino:!!Asian alone
B03002_017E,Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone
B03002_018E,Hispanic or Latino:!!Some other race alone
B03002_019E,Hispanic or Latino:!!Two or more races:
B03002_020E,Hispanic or Latino:!!Two or more races:!!Two races including Some other race
B03002_021E,"Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, an"
B03003_001E,Total:
B03003_002E,Not Hispanic or Latino
B03003_003E,Hispanic or Latino
B04007_001E,Total:
B04007_002E,Ancestry specified:
B04007_003E,Ancestry specified:!!Single ancestry
B04007_004E,Ancestry specified:!!Multiple ancestry
B04007_005E,Ancestry not specified:
B04007_006E,Ancestry not specified:!!Ancestry unclassified
B04007_007E,Ancestry not specified:!!Ancestry not reported
B05001_001E,Total:
B05001_002E,"U.S. citizen, born in the United States"
B05001_003E,"U.S. citizen, born in Puerto Rico or U.S. Island Areas"
B05001_004E,"U.S. citizen, born abroad of American parent(s)"
B05001_005E,U.S. citizen by naturalization
B05001_006E,Not a U.S. citizen
B05002_001E,Total:
B05002_002E,Native:
B05002_003E,Native:!!Born in state of residence
B05002_004E,Native:!!Born in other state in the United States:
B05002_005E,Native:!!Born in other state in the United States:!!Northeast
B05002_006E,Native:!!Born in other state in the United States:!!Midwest
B05002_007E,Native:!!Born in other state in the United States:!!South
B05002_008E,Native:!!Born in other state in the United States:!!West
B05002_009E,Native:!!Born outside the United States:
B05002_010E,Native:!!Born outside the United States:!!Puerto Rico
B05002_011E,Native:!!Born outside the United States:!!U.S. Island Areas
B05002_012E,Native:!!Born outside the United States:!!Born abroad of American parent(s)
B05002_013E,Foreign born:
B05002_014E,Foreign born:!!Naturalized U.S. citizen
B05002_015E,Foreign born:!!Not a U.S. citizen
B05011_001E,Total:
B05011_002E,Not a U.S. citizen
B05011_003E,Naturalized citizens:
B05011_004E,Naturalized citizens:!!Naturalized 2010 or later
B05011_005E,Naturalized citizens:!!Naturalized 2005 to 2009
B05011_006E,Naturalized citizens:!!Naturalized 2000 to 2004
B05011_007E,Naturalized citizens:!!Naturalized 1995 to 1999
B05011_008E,Naturalized citizens:!!Naturalized 1990 to 1994
B05011_009E,Naturalized citizens:!!Naturalized 1985 to 1989
B05011_010E,Naturalized citizens:!!Naturalized 1980 to 1984
B05011_011E,Naturalized citizens:!!Naturalized before 1980
B05012_001E,Total:
B05012_002E,Native
B05012_003E,Foreign-Born
B06001_001E,Total:
B06001_002E,Under 5 years
B06001_003E,5 to 17 years
B06001_004E,18 to 24 years
B06001_005E,25 to 34 years
B06001_006E,35 to 44 years
B06001_007E,45 to 54 years
B06001_008E,55 to 59 years
B06001_009E,60 and 61 years
B06001_010E,62 to 64 years
B06001_011E,65 to 74 years
B06001_012E,75 years and over
B06001_013E,Born in state of residence:
B06001_014E,Born in state of residence:!!Under 5 years
B06001_015E,Born in state of residence:!!5 to 17 years
B06001_016E,Born in state of residence:!!18 to 24 years
B06001_017E,Born in state of residence:!!25 to 34 years
B06001_018E,Born in state of residence:!!35 to 44 years
B06001_019E,Born in state of residence:!!45 to 54 years
